Date,Open,High,Low,Close,Adj Close,Volume
3/13/18,279.839996,280.410004,276.029999,276.720001,249.486969,91968900
3/14/18,277.809998,278.019989,274.670013,275.299988,248.206696,105895100
3/15/18,275.880005,276.609985,274.429993,275,247.936249,83433000
3/16/18,274.5,275.390015,274.140015,274.200012,248.205093,100343700
3/19/18,273.350006,274.399994,268.619995,270.48999,244.846848,109208400
3/20/18,270.940002,271.670013,270.179993,270.950012,245.263229,59757300
3/21/18,270.899994,273.269989,270.190002,270.429993,244.792542,78709600
3/22/18,267.910004,268.869995,263.359985,263.670013,238.673462,148785900
3/23/18,264.170013,264.540009,257.829987,258.049988,233.586151,183534800
3/26/18,262.130005,265.429993,259.410004,265.109985,239.976898,141956100
3/27/18,266.170013,266.769989,258.839996,260.600006,235.89444,129941400
3/28/18,260.75,262.640015,258.579987,259.829987,235.197388,146452300
3/29/18,261.119995,265.26001,259.839996,263.149994,238.202698,111601600
4/2/18,262.549988,263.130005,254.669998,257.470001,233.061157,186286300
4/3/18,258.869995,261.309998,256.839996,260.769989,236.048325,119956900
4/4/18,256.75,264.359985,256.600006,263.559998,238.573776,123715300
4/5/18,265.549988,266.640015,264.320007,265.640015,240.45665,82652600
4/6/18,263.420013,265.109985,258,259.720001,235.097855,179521200
4/9/18,261.369995,264.839996,259.940002,261,236.256454,105442900
4/10/18,264.269989,266.040009,262.980011,265.149994,240.013092,103529000
4/11/18,263.470001,265.640015,263.390015,263.76001,238.754852,91140200
4/12/18,265.26001,267,265.059998,265.929993,240.719116,68890500
4/13/18,267.410004,267.540009,264.01001,265.149994,240.013092,85079200
4/16/18,267,268.200012,266.070007,267.329987,241.98645,63405300
4/17/18,269.329987,270.869995,268.75,270.190002,244.575302,64682000
4/18/18,270.690002,271.299988,269.869995,270.390015,244.756348,57303900
4/19/18,269.649994,269.880005,267.720001,268.890015,243.398544,77655900
4/20/18,268.809998,269.059998,265.609985,266.609985,241.334686,99953100
4/23/18,267.26001,267.890015,265.350006,266.570007,241.298447,65558000
4/24/18,267.730011,267.980011,261.279999,262.980011,238.048782,112885500
4/25/18,262.910004,264.130005,260.850006,263.630005,238.637207,103840900
4/26/18,264.790009,267.25,264.290009,266.309998,241.06311,67731900
4/27/18,267,267.339996,265.5,266.559998,241.289368,57053600
4/30/18,267.26001,267.890015,264.429993,264.51001,239.433746,82182300
5/1/18,263.869995,265.100006,262.109985,264.980011,239.859177,74203400
5/2/18,264.76001,265.679993,262.76001,263.200012,238.247955,86368900
5/3/18,262.26001,263.359985,259.049988,262.619995,237.722916,136311500
5/4/18,261.519989,266.790009,261.149994,266.019989,240.800522,91222100
5/7/18,266.890015,268.019989,266.109985,266.920013,241.615219,55304900
5/8/18,266.5,267.329987,265.149994,266.920013,241.615219,67499200
5/9/18,267.679993,269.869995,267.089996,269.5,243.950684,59666100
5/10/18,270.339996,272.390015,270.220001,272.019989,246.231766,72063900
5/11/18,272.160004,273.149994,271.579987,272.850006,246.983124,59871500
5/14/18,273.339996,274.079987,272.359985,272.980011,247.100769,54790600
5/15/18,271.589996,271.609985,270.029999,271.100006,245.399033,87036100
5/16/18,271.140015,272.76001,271.109985,272.23999,246.430847,53942600
5/17/18,271.940002,273.230011,271.130005,272.01001,246.222702,56536400
5/18/18,271.619995,272.029999,270.929993,271.329987,245.607162,64368000
5/21/18,273.01001,273.980011,272.570007,273.369995,247.453751,58025900
5/22/18,273.959991,274.25,272.23999,272.609985,246.765869,52966400
5/23/18,271.170013,273.390015,270.98999,273.359985,247.444733,64694200
5/24/18,272.910004,273.220001,270.779999,272.799988,246.937836,76043800
5/25/18,272.149994,272.859985,271.579987,272.149994,246.349411,56374800
5/29/18,270.309998,271.170013,267.76001,269.019989,243.51622,115908600
5/30/18,270.5,273.109985,270.420013,272.609985,246.765869,69678400
5/31/18,272.149994,272.48999,270.26001,270.940002,245.254135,93519900
6/1/18,272.410004,273.940002,272.329987,273.600006,247.662003,71258400
6/4/18,274.529999,275.190002,274.26001,274.899994,248.838715,45385200
6/5/18,275.049988,275.529999,274.179993,275.100006,249.019806,51135000
6/6/18,275.790009,277.519989,275.089996,277.399994,251.101746,62732200
6/7/18,277.950012,278.279999,276.339996,277.369995,251.074631,72969400
6/8/18,276.850006,278.25,276.660004,278.190002,251.816833,72139700
6/11/18,278.440002,279.369995,278.309998,278.559998,252.151779,58892500
6/12/18,279.029999,279.329987,278.190002,278.920013,252.477615,72329000
6/13/18,279.190002,279.480011,277.799988,278.029999,251.672089,79070600
6/14/18,279.01001,279.329987,278.059998,278.730011,252.305679,77097600
6/15/18,276.600006,277.51001,275.350006,277.130005,251.983765,120041600
6/18/18,275.48999,276.700012,274.950012,276.559998,251.465561,52917600
6/19/18,274,275.75,273.529999,275.5,250.501633,97531500
6/20/18,276.269989,276.720001,275.589996,275.970001,250.929047,53785500
6/21/18,275.959991,275.980011,273.679993,274.23999,249.356003,71061400
6/22/18,275.660004,275.790009,274.48999,274.73999,249.810638,54898500
6/25/18,273.440002,273.619995,269.100006,271,246.409943,137854200
6/26/18,271.640015,272.559998,270.790009,271.600006,246.955505,68547400
6/27/18,272.26001,273.869995,269.179993,269.350006,244.909698,105110700
6/28/18,269.290009,271.75,268.48999,270.890015,246.310013,76650500
6/29/18,272.119995,273.660004,271.149994,271.279999,246.664597,97592500
7/2/18,269.51001,272.040009,269.23999,271.859985,247.19194,63554800
7/3/18,272.869995,272.980011,270.420013,270.899994,246.319077,42187100
7/5/18,272.170013,273.179993,270.959991,273.109985,248.328522,56925900
7/6/18,273.140015,275.839996,272.709991,275.420013,250.428986,66493700
7/9/18,276.549988,277.959991,276.5,277.899994,252.683914,50550400
7/10/18,278.410004,279.01001,278.079987,278.899994,253.59314,51966800
7/11/18,277.149994,278.040009,276.519989,276.859985,251.738205,77054700
7/12/18,278.279999,279.429993,277.600006,279.369995,254.020569,60124700
7/13/18,279.170013,279.929993,278.660004,279.589996,254.220581,48216000
7/16/18,279.640015,279.799988,278.839996,279.339996,253.993164,48201000
7/17/18,278.470001,280.910004,278.410004,280.470001,255.020706,52315500
7/18/18,280.559998,281.179993,280.059998,281.059998,255.557175,44593500
7/19/18,280.309998,280.73999,279.459991,280,254.593399,61412100
7/20/18,279.769989,280.480011,279.5,279.679993,254.302292,82337700
7/23/18,279.450012,280.429993,279.059998,280.200012,254.775208,47047600
7/24/18,281.790009,282.559998,280.630005,281.609985,256.05722,68026900
7/25/18,281.329987,284.369995,281.279999,284.01001,258.239502,78882900
7/26/18,283.200012,284.109985,283.089996,283.339996,257.63028,57919500
7/27/18,283.709991,283.820007,280.380005,281.420013,255.884552,76768700
7/30/18,281.51001,281.690002,279.359985,279.950012,254.547913,63742500
7/31/18,280.809998,282.019989,280.380005,281.329987,255.802628,68570500
8/1/18,281.559998,282.130005,280.130005,280.859985,255.375275,53853300
8/2/18,279.390015,282.579987,279.160004,282.390015,256.766449,63426400
8/3/18,282.529999,283.660004,282.329987,283.600006,257.866699,53935400
8/6/18,283.640015,284.98999,283.200012,284.640015,258.812408,39400900
8/7/18,285.390015,286.01001,285.23999,285.579987,259.667023,43196600
8/8/18,285.390015,285.910004,284.940002,285.459991,259.557953,42114600
8/9/18,285.529999,285.970001,284.920013,285.070007,259.203278,35717000
8/10/18,283.450012,284.059998,282.359985,283.160004,257.466644,77076000
8/13/18,283.470001,284.160004,281.769989,282.100006,256.502747,65732900
8/14/18,282.920013,284.170013,282.480011,283.899994,258.139465,43842000
8/15/18,282.380005,282.540009,280.160004,281.779999,256.211853,102925400
8/16/18,283.399994,285.040009,283.359985,284.059998,258.284943,69967900
8/17/18,283.829987,285.559998,283.369995,285.059998,259.194183,65618500
8/20/18,285.570007,285.970001,285.059998,285.670013,259.748901,39807500
8/21/18,286.25,287.309998,285.709991,286.339996,260.358154,67272000
8/22/18,285.880005,286.76001,285.579987,286.170013,260.203522,44993300
8/23/18,285.970001,286.940002,285.429993,285.790009,259.858093,49204900
8/24/18,286.440002,287.670013,286.380005,287.51001,261.421936,57487400
8/27/18,288.859985,289.899994,288.679993,289.779999,263.485931,57072400
8/28/18,290.299988,290.420013,289.399994,289.920013,263.61322,46943500
8/29/18,290.160004,291.73999,289.890015,291.480011,265.031769,61485500
8/30/18,290.940002,291.359985,289.630005,290.299988,263.95871,61229500
8/31/18,289.839996,290.809998,289.290009,290.309998,263.967834,66140800
9/4/18,289.839996,290.209991,288.679993,289.809998,263.513184,57594400
9/5/18,289.410004,289.640015,287.890015,289.029999,262.803955,72452400
9/6/18,289.149994,289.48999,287,288.160004,262.012909,65909900
9/7/18,286.980011,288.700012,286.709991,287.600006,261.503754,73524800
9/10/18,288.73999,289.040009,287.880005,288.100006,261.958405,50210900
9/11/18,287.369995,289.549988,286.980011,289.049988,262.822144,50530500
9/12/18,289.059998,289.799988,288.230011,289.119995,262.885773,59810800
9/13/18,290.320007,291.040009,290,290.829987,264.440613,51034200
9/14/18,291.059998,291.269989,290,290.880005,264.486115,55079900
9/17/18,290.820007,290.859985,289.029999,289.339996,263.085876,68244000
9/18/18,289.579987,291.579987,289.549988,290.910004,264.513367,61930400
9/19/18,290.970001,291.690002,290.829987,291.220001,264.795227,49080600
9/20/18,292.640015,293.940002,291.23999,293.579987,266.941071,100360600
9/21/18,293.089996,293.220001,291.809998,291.98999,266.697174,105479700
9/24/18,291.339996,291.5,290.369995,291.019989,265.811188,53409600
9/25/18,291.529999,291.649994,290.480011,290.75,265.564667,44370000
9/26/18,290.910004,292.23999,289.410004,289.880005,264.769989,79739700
9/27/18,290.410004,291.910004,290.100006,290.690002,265.509857,59249500
9/28/18,289.98999,291.279999,289.950012,290.720001,265.537231,70091400
10/1/18,292.109985,292.929993,290.980011,291.730011,266.459778,62078900
10/2/18,291.559998,292.359985,291.140015,291.559998,266.304535,47258200
10/3/18,292.73999,293.209991,291.320007,291.720001,266.450653,64694600
10/4/18,291.179993,291.23999,287.660004,289.440002,264.368103,111545900
10/5/18,289.690002,290.269989,286.220001,287.820007,262.888458,105951700
10/8/18,287.049988,288.220001,285.5,287.820007,262.888458,87742200
10/9/18,287.390015,288.859985,286.769989,287.399994,262.504913,74339000
10/10/18,286.829987,286.910004,277.880005,278.299988,254.193069,214731000
10/11/18,277.079987,278.899994,270.359985,272.170013,248.594162,274840500
10/12/18,276.769989,277.089996,272.369995,275.950012,252.046814,183186500
10/15/18,275.549988,277.040009,274.299988,274.399994,250.630951,102263700
10/16/18,276.600006,280.820007,276.070007,280.399994,256.111237,118255800
10/17/18,280.440002,281.149994,277.559998,280.450012,256.156799,110626000
10/18/18,279.399994,280.070007,274.970001,276.399994,252.457718,134557500
10/19/18,277.130005,279.299988,275.470001,276.25,252.320648,139901600
10/22/18,277,277.359985,274.410004,275.01001,251.188141,82415800
10/23/18,270.950012,274.869995,268.609985,273.609985,249.909393,146352700
10/24/18,273.329987,273.76001,264.700012,265.320007,242.337494,177806700
10/25/18,267.380005,271.809998,266.230011,270.079987,246.685181,138061500
10/26/18,265.920013,271,262.290009,265.329987,242.346619,201574600
10/29/18,268.799988,270.25,259.850006,263.859985,241.003922,160749100
10/30/18,263.670013,268.119995,263.119995,267.769989,244.575211,157116000
10/31/18,270.649994,273.230011,270.119995,270.630005,247.187515,128296300
11/1/18,271.600006,273.730011,270.380005,273.51001,249.818024,99495000
11/2/18,274.75,275.230011,269.589996,271.890015,248.338364,122634100
11/5/18,272.440002,274.01001,271.350006,273.390015,249.708511,65622500
11/6/18,273.320007,275.299988,273.25,275.119995,251.288559,60085900
11/7/18,277.559998,281.100006,277.079987,281.01001,256.668396,102752100
11/8/18,280.109985,281.220001,279.220001,280.5,256.202515,65584900
11/9/18,279.029999,279.23999,276.179993,277.76001,253.69989,98812600
11/12/18,277.190002,277.459991,271.98999,272.570007,248.959473,99673600
11/13/18,273.089996,275.329987,271.25,272.059998,248.493668,98176600
11/14/18,274.160004,274.609985,268.450012,270.200012,246.794739,125335900
11/15/18,268.779999,273.540009,267.01001,273.019989,249.370422,135101400
11/16/18,271.790009,274.75,271.209991,273.730011,250.018921,126668000
11/19/18,273.049988,273.380005,268.070007,269.100006,245.790054,103061700
11/20/18,265.359985,267,263.149994,264.119995,241.241379,136021300
11/21/18,265.859985,267.149994,265.01001,265.019989,242.063477,75563700
11/23/18,263.179993,264.820007,263.070007,263.25,240.446823,42807900
11/26/18,265.779999,267.75,265.339996,267.5,244.328644,79981400
11/27/18,266.339996,268.399994,265.660004,268.399994,245.15065,75502400
11/28/18,269.600006,274.579987,268.329987,274.579987,250.795395,127629600
11/29/18,273.709991,275.549988,272.429993,273.980011,250.24736,82346400
11/30/18,273.809998,276.279999,273.450012,275.649994,251.772598,98204200
12/3/18,280.279999,280.399994,277.51001,279.299988,255.106445,103176300
12/4/18,278.369995,278.850006,269.899994,270.25,246.840408,177986000
12/6/18,265.920013,269.970001,262.440002,269.839996,246.465942,204185400
12/7/18,269.459991,271.220001,262.630005,263.570007,240.739075,161018900
12/10/18,263.369995,265.160004,258.619995,264.070007,241.195755,151445900
12/11/18,267.660004,267.869995,262.480011,264.130005,241.250549,121504400
12/12/18,267.470001,269,265.369995,265.459991,242.465317,97976700
12/13/18,266.519989,267.48999,264.119995,265.369995,242.383148,96662700
12/14/18,262.959991,264.029999,259.850006,260.470001,237.907608,116961100
12/17/18,259.399994,260.649994,253.529999,255.360001,233.240234,165492300
12/18/18,257.200012,257.950012,253.279999,255.080002,232.984482,134515100
12/19/18,255.169998,259.399994,249.350006,251.259995,229.495346,214992800
12/20/18,249.860001,251.619995,244.649994,247.169998,225.759628,252053400
12/21/18,246.740005,249.710007,239.979996,240.699997,221.133926,255345600
12/24/18,239.039993,240.839996,234.270004,234.339996,215.290939,147311600
12/26/18,235.970001,246.179993,233.759995,246.179993,226.168488,218485400
12/27/18,242.570007,248.289993,238.960007,248.070007,227.904846,186267300
12/28/18,249.580002,251.399994,246.449997,247.75,227.61087,153100200
12/31/18,249.559998,250.190002,247.470001,249.919998,229.604477,144299400
1/2/19,245.979996,251.210007,245.949997,250.179993,229.843338,126925200
1/3/19,248.229996,248.570007,243.669998,244.210007,224.358612,144140700
1/4/19,247.589996,253.110001,247.169998,252.389999,231.873688,142628800
1/7/19,252.690002,255.949997,251.690002,254.380005,233.70192,103139100
1/8/19,256.820007,257.309998,254,256.769989,235.897644,102512600
1/9/19,257.559998,258.910004,256.190002,257.970001,237.000076,95006600
1/10/19,256.26001,259.160004,255.5,258.880005,237.836121,96823900
1/11/19,257.679993,259.01001,257.029999,258.980011,237.927994,73858100
1/14/19,256.859985,258.299988,256.410004,257.399994,236.476379,70908200
1/15/19,257.820007,260.700012,257.809998,260.350006,239.186661,85208300
1/16/19,260.829987,261.970001,260.600006,260.980011,239.765411,77636700
1/17/19,260.01001,263.920013,259.959991,262.959991,241.584442,96118400
1/18/19,264.980011,266.980011,263,266.459991,244.799942,127900300
1/22/19,264.820007,265.059998,261.059998,262.859985,241.492569,115531200
1/23/19,264.01001,264.790009,260.660004,263.410004,241.997925,86030300
1/24/19,263.209991,264.200012,262.079987,263.549988,242.126511,59204100
1/25/19,265.609985,266.700012,263.660004,265.779999,244.175247,96883400
1/28/19,263.390015,263.829987,261.790009,263.76001,242.319427,85613700
1/29/19,263.920013,264.549988,262.480011,263.410004,241.997925,66136300
1/30/19,265.100006,268.519989,264.25,267.579987,245.828949,92473700
1/31/19,267.51001,270.470001,267.269989,269.929993,247.9879,104012100
2/1/19,270.149994,271.200012,269.179993,270.059998,248.107391,85782500
2/4/19,270.109985,272.029999,269.359985,271.959991,249.852814,60744800
2/5/19,272.440002,273.440002,271.880005,273.100006,250.900238,79552800
2/6/19,272.790009,273.339996,271.920013,272.73999,250.569458,58347800
2/7/19,270.940002,271.549988,268.290009,270.140015,248.180878,95482000
2/8/19,268.75,270.579987,267.829987,270.470001,248.483963,75788900
2/11/19,271.200012,271.48999,270.029999,270.619995,248.621689,68021400
2/12/19,272.420013,274.519989,272.339996,274.100006,251.818924,72270200
2/13/19,275.029999,275.929993,274.559998,274.98999,252.63652,65277200
2/14/19,273.779999,275.640015,272.869995,274.380005,252.076172,83234400
2/15/19,276.359985,277.410004,276.130005,277.369995,254.82312,97088700
2/19/19,276.480011,278.579987,276.470001,277.850006,255.26413,59120800
2/20/19,277.809998,278.920013,277.25,278.410004,255.778564,76610800
2/21/19,277.700012,278.100006,276.350006,277.420013,254.869156,64214700
2/22/19,278.109985,279.359985,277.399994,279.140015,256.44931,78114600
2/25/19,280.730011,281.309998,279.429993,279.519989,256.798279,69030700
2/26/19,279.130005,280.299988,278.899994,279.320007,256.614655,56844100
2/27/19,278.519989,279.589996,277.480011,279.200012,256.504395,56921600
2/28/19,278.959991,279.450012,278.320007,278.679993,256.026672,69268300
3/1/19,280.440002,280.880005,278.820007,280.420013,257.625122,78880500
3/4/19,281.600006,281.869995,276.839996,279.399994,256.68808,106494600
3/5/19,279.540009,279.76001,278.410004,279.019989,256.338959,59114600
3/6/19,279.149994,279.160004,276.970001,277.329987,254.786407,75039800
3/7/19,276.829987,276.98999,274.070007,275.01001,252.654953,94885100
3/8/19,272.940002,274.649994,272.420013,274.459991,252.149582,85795800
3/11/19,275.26001,278.619995,275.230011,278.440002,255.806122,65098900
3/12/19,279.059998,280.070007,278.850006,279.48999,256.770782,79667500
3/13/19,280.480011,282.380005,280.299988,281.339996,258.470367,80639200
3/14/19,281.369995,281.839996,280.670013,281.160004,258.305054,67518400
3/15/19,280.540009,282.209991,280.329987,281.309998,259.581177,81309000
3/18/19,281.549988,282.660004,281.299988,282.329987,260.522369,62199800
3/19/19,283.51001,284.359985,281.410004,282.399994,260.586975,90268100
3/20/19,282.160004,283.5,280.320007,281.549988,259.802643,84609200
3/21/19,280.640015,285.179993,280.589996,284.730011,262.73703,79550400
3/22/19,283.220001,283.799988,279.179993,279.25,257.680359,122659300
3/25/19,278.869995,280.190002,277.640015,279.040009,257.486511,85575200
3/26/19,280.98999,282.179993,279.559998,281.119995,259.405945,68125900
3/27/19,281.109985,281.76001,277.929993,279.649994,258.049377,72224700
3/28/19,280.350006,281.209991,279.070007,280.709991,259.027496,56238500
3/29/19,282.390015,282.839996,281.140015,282.480011,260.660889,82186800
4/1/19,284.700012,286.160004,284.399994,285.829987,263.752045,77617900
4/2/19,286.040009,286.230011,285.089996,285.970001,263.881287,40070400
4/3/19,287.320007,287.76001,285.75,286.420013,264.296539,68243200
4/4/19,286.779999,287.459991,286.01001,287.179993,264.997772,48997500
4/5/19,287.920013,288.630005,287.600006,288.570007,266.280365,58621700
4/8/19,288.100006,288.910004,287.369995,288.790009,266.483459,53566300
4/9/19,287.720001,288.079987,286.700012,287.309998,265.117798,66142300
4/10/19,287.769989,288.390015,287.309998,288.290009,266.022034,52601500
4/11/19,288.829987,288.839996,287.579987,288.209991,265.948242,55093100
4/12/19,290,290.470001,288.26001,290.160004,267.74762,69727800
4/15/19,290.23999,290.350006,289.079987,289.970001,267.572327,49596700
4/16/19,290.950012,291.01001,289.5,290.160004,267.74762,52153200
4/17/19,291.399994,291.429993,288.98999,289.450012,267.092468,58268300
4/18/19,290.100006,290.320007,288.660004,290.019989,267.618439,68708500
4/22/19,289.170013,290.440002,289.070007,290.269989,267.849121,40160100
4/23/19,290.679993,293.140015,290.420013,292.880005,270.257507,52246600
4/24/19,292.790009,293.160004,292.070007,292.230011,269.657715,50392900
4/25/19,292.119995,292.779999,290.730011,292.049988,269.491608,57770900
4/26/19,292.100006,293.48999,291.23999,293.410004,270.746552,50916400
4/29/19,293.51001,294.450012,293.410004,293.869995,271.171082,57197700
4/30/19,293.48999,294.339996,291.920013,294.019989,271.309418,81111700
5/1/19,294.720001,294.950012,291.799988,291.809998,269.270111,71671900
5/2/19,291.679993,292.700012,289.519989,291.179993,268.688812,65030200
5/3/19,292.820007,294.339996,291.299988,294.029999,271.318695,56543700
5/6/19,289.25,293.309998,288.899994,292.820007,270.202209,107198100
5/7/19,290.149994,290.809998,285.809998,287.929993,265.689911,144729900
5/8/19,287.529999,289.429993,286.869995,287.529999,265.32077,91568300
5/9/19,285.230011,287.329987,283.299988,286.660004,264.517944,103471100
5/10/19,285.619995,288.940002,282.299988,288.100006,265.846771,112429300
5/13/19,282.420013,283.48999,279.929993,280.859985,259.165924,127290500
5/14/19,281.98999,285.100006,281.850006,283.399994,261.509766,77003200
5/15/19,281.589996,285.769989,281.359985,285.059998,263.041473,73956400
5/16/19,285.839996,289.209991,285.76001,287.700012,265.477631,76749600
5/17/19,285.140015,288.600006,285.119995,285.839996,263.761292,100353000
5/20/19,284.059998,285.959991,283.119995,283.950012,262.017273,62877600
5/21/19,285.829987,286.929993,285.549988,286.51001,264.379578,46847100
5/22/19,285.450012,286.690002,285.100006,285.630005,263.567535,49482500
5/23/19,283.160004,283.209991,280.570007,282.140015,260.347137,98733800
5/24/19,283.73999,284.200012,282.089996,282.779999,260.937653,55268100
5/28/19,283.089996,284.149994,280.130005,280.149994,258.510803,70029400
5/29/19,278.910004,279.359985,276.709991,278.269989,256.776062,104972900
5/30/19,279.109985,280.040009,277.809998,279.029999,257.477386,62523800
5/31/19,276.200012,277.119995,275.23999,275.269989,254.007767,86862800
6/3/19,275.309998,276.549988,273.089996,274.570007,253.361816,96428000
6/4/19,277.119995,280.679993,276.619995,280.529999,258.86145,77231900
6/5/19,282.329987,282.98999,280.320007,282.959991,261.103729,71169700
6/6/19,283.290009,285.549988,282.570007,284.799988,262.801575,69430400
6/7/19,285.929993,288.850006,285.73999,287.649994,265.431458,74272200
6/10/19,289.369995,290.820007,288.869995,288.970001,266.649475,60799100
6/11/19,290.98999,291.399994,288.179993,288.899994,266.584961,58641300
6/12/19,288.640015,289.26001,287.820007,288.390015,266.114349,47096300
6/13/19,289.399994,289.980011,288.619995,289.579987,267.212402,48945200
6/14/19,289.26001,289.929993,288.410004,289.26001,266.917145,52324700
6/17/19,289.519989,290.220001,289.179993,289.369995,267.018646,39205700
6/18/19,291.390015,293.570007,290.98999,292.399994,269.814545,85434800
6/19/19,292.549988,293.649994,291.470001,293.059998,270.423615,78674400
6/20/19,296.040009,296.309998,293.130005,295.859985,273.007324,116570000
6/21/19,294.130005,295.519989,293.76001,294,272.610504,83309500
6/24/19,294.230011,294.579987,293.470001,293.640015,272.276642,47582700
6/25/19,293.700012,293.730011,290.640015,290.76001,269.606232,82028700
6/26/19,291.75,292.309998,290.350006,290.470001,269.33725,51584900
6/27/19,291.309998,292.059998,290.890015,291.5,270.292389,40355200
6/28/19,292.579987,293.549988,292.01001,293,271.683258,59350900
7/1/19,296.679993,296.920013,294.329987,295.660004,274.149689,78705600
7/2/19,295.609985,296.48999,294.679993,296.429993,274.863678,61504500
7/3/19,297.179993,298.820007,297.019989,298.799988,277.061249,40898900
7/5/19,297.440002,298.640015,296.01001,298.459991,276.746033,51677300
7/8/19,297.01001,298.26001,296.220001,296.820007,275.225342,45841800
7/9/19,295.540009,297.519989,295.480011,297.190002,275.56842,41101300
7/10/19,298.369995,299.660004,297.779999,298.609985,276.88504,58448500
7/11/19,299.320007,299.579987,298.200012,299.309998,277.534088,50826100
7/12/19,299.850006,300.730011,299.51001,300.649994,278.776581,40326000
7/15/19,301.130005,301.130005,300.190002,300.75,278.869354,33900000
7/16/19,300.649994,300.880005,299.440002,299.779999,277.969971,36650100
7/17/19,299.75,299.929993,297.73999,297.73999,276.0784,36036300
7/18/19,297.190002,299.25,296.700012,298.829987,277.08902,51392600
7/19/19,300.040009,300.070007,296.980011,297.170013,275.549866,58678600
7/22/19,297.609985,298.5,297.040009,297.899994,276.226776,43638100
7/23/19,299.140015,300.029999,298.220001,300.029999,278.201813,44564500
7/24/19,299.190002,301.440002,299.089996,301.440002,279.509186,47213200
7/25/19,300.940002,301,299.109985,300,278.174011,55394100
7/26/19,300.76001,302.230011,300.619995,302.01001,280.03775,45084100
7/29/19,301.880005,302.01001,300.850006,301.459991,279.527771,38126500
7/30/19,299.910004,301.170013,299.48999,300.720001,278.841614,45849000
7/31/19,300.98999,301.200012,295.200012,297.429993,275.790894,104245200
8/1/19,297.600006,300.869995,293.959991,294.839996,273.389313,142646600
8/2/19,293.850006,294.119995,290.899994,292.619995,271.330872,116749700
8/5/19,288.089996,288.209991,281.720001,283.820007,263.171082,178745400
8/6/19,285.910004,288.040009,284.279999,287.799988,266.861542,120711700
8/7/19,284.399994,288.820007,282.040009,287.970001,267.019165,140572300
